job_id,title,company,city,level,salary_min,salary_max,skills,description
job_0231,Data Scientist (senior),Company_32,Lille,senior,40000,55000,"gcp, ml, pandas, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: gcp, ml, pandas, python, sklearn, sql. Location: Lille. Salary: 40000-55000."
job_0232,Data Scientist (mid),Company_21,Lyon,mid,50000,65000,"ml, nlp, pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: ml, nlp, pandas, python, sklearn, sql. Location: Lyon. Salary: 50000-65000."
job_0233,Software Engineer (mid),Company_35,Nantes,mid,40000,50000,"ci/cd, docker, python, react, streamlit, tests","We are hiring a mid Software Engineer. Skills: ci/cd, docker, python, react, streamlit, tests. Location: Nantes. Salary: 40000-50000."
job_0234,NLP Engineer (junior),Company_48,Nantes,junior,60000,75000,"azure, bert, ci/cd, faiss, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: azure, bert, ci/cd, faiss, python, rag, retrieval, transformers. Location: Nantes. Salary: 60000-75000."
job_0235,Data Engineer (mid),Company_61,Lyon,mid,55000,70000,"airflow, aws, dbt, python, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, python, spark, sql. Location: Lyon. Salary: 55000-70000."
job_0236,ML Engineer (mid),Company_74,Marseille,mid,40000,45000,"api, docker, fastapi, gcp, kubernetes, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, docker, fastapi, gcp, kubernetes, mlops, python, pytorch. Location: Marseille. Salary: 40000-45000."
job_0237,ML Engineer (junior),Company_59,Paris,junior,40000,45000,"api, docker, faiss, gcp, kubernetes, mlops, python, pytorch","We are hiring a junior ML Engineer. Skills: api, docker, faiss, gcp, kubernetes, mlops, python, pytorch. Location: Paris. Salary: 40000-45000."
job_0238,Data Scientist (mid),Company_32,Lille,mid,45000,60000,"azure, ci/cd, faiss, ml, nlp, pandas, sklearn, sql","We are hiring a mid Data Scientist. Skills: azure, ci/cd, faiss, ml, nlp, pandas, sklearn, sql. Location: Lille. Salary: 45000-60000."
job_0239,Data Engineer (junior),Company_27,Toulouse,junior,35000,40000,"airflow, aws, dbt, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, aws, dbt, python, spark, sql. Location: Toulouse. Salary: 35000-40000."
job_0240,NLP Engineer (junior),Company_67,Toulouse,junior,50000,55000,"bert, ci/cd, faiss, python, rag","We are hiring a junior NLP Engineer. Skills: bert, ci/cd, faiss, python, rag. Location: Toulouse. Salary: 50000-55000."
job_0241,Software Engineer (senior),Company_8,Bordeaux,senior,50000,65000,"faiss, gcp, git, java, linux, python, react","We are hiring a senior Software Engineer. Skills: faiss, gcp, git, java, linux, python, react. Location: Bordeaux. Salary: 50000-65000."
job_0242,Software Engineer (senior),Company_26,Marseille,senior,40000,50000,"azure, docker, gcp, git, java, react, tests","We are hiring a senior Software Engineer. Skills: azure, docker, gcp, git, java, react, tests. Location: Marseille. Salary: 40000-50000."
job_0243,Data Engineer (senior),Company_69,Lyon,senior,40000,45000,"airflow, aws, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, aws, spark, sql. Location: Lyon. Salary: 40000-45000."
job_0244,ML Engineer (junior),Company_28,Remote,junior,45000,55000,"api, docker, kubernetes, python, pytorch","We are hiring a junior ML Engineer. Skills: api, docker, kubernetes, python, pytorch. Location: Remote. Salary: 45000-55000."
job_0245,ML Engineer (junior),Company_4,Lyon,junior,60000,65000,"azure, ci/cd, docker, kubernetes, mlops, python, pytorch","We are hiring a junior ML Engineer. Skills: azure, ci/cd, docker, kubernetes, mlops, python, pytorch. Location: Lyon. Salary: 60000-65000."
job_0246,Software Engineer (mid),Company_26,Lille,mid,35000,45000,"azure, docker, git, java, python","We are hiring a mid Software Engineer. Skills: azure, docker, git, java, python. Location: Lille. Salary: 35000-45000."
job_0247,Software Engineer (mid),Company_43,Lyon,mid,55000,70000,"docker, gcp, git, java, python, tests","We are hiring a mid Software Engineer. Skills: docker, gcp, git, java, python, tests. Location: Lyon. Salary: 55000-70000."
job_0248,Data Scientist (junior),Company_28,Remote,junior,35000,40000,"fastapi, ml, nlp, pandas, python, sklearn, sql","We are hiring a junior Data Scientist. Skills: fastapi, ml, nlp, pandas, python, sklearn, sql. Location: Remote. Salary: 35000-40000."
job_0249,Data Engineer (mid),Company_71,Nantes,mid,50000,55000,"aws, ci/cd, dbt, spark, sql, streamlit","We are hiring a mid Data Engineer. Skills: aws, ci/cd, dbt, spark, sql, streamlit. Location: Nantes. Salary: 50000-55000."
job_0250,Software Engineer (junior),Company_49,Lyon,junior,45000,55000,"docker, git, java, react","We are hiring a junior Software Engineer. Skills: docker, git, java, react. Location: Lyon. Salary: 45000-55000."
job_0251,ML Engineer (mid),Company_36,Remote,mid,45000,60000,"api, docker, gcp, kubernetes, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, docker, gcp, kubernetes, mlops, python, pytorch. Location: Remote. Salary: 45000-60000."
job_0252,Data Scientist (mid),Company_29,Bordeaux,mid,55000,60000,"pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: pandas, python, sklearn, sql. Location: Bordeaux. Salary: 55000-60000."
job_0253,NLP Engineer (mid),Company_46,Bordeaux,mid,40000,45000,"bert, faiss, rag, retrieval","We are hiring a mid NLP Engineer. Skills: bert, faiss, rag, retrieval. Location: Bordeaux. Salary: 40000-45000."
job_0254,NLP Engineer (senior),Company_8,Marseille,senior,55000,60000,"bert, faiss, python, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, faiss, python, retrieval, transformers. Location: Marseille. Salary: 55000-60000."
job_0255,Data Engineer (senior),Company_42,Lille,senior,35000,50000,"airflow, aws, ci/cd, python, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, aws, ci/cd, python, spark, sql. Location: Lille. Salary: 35000-50000."
job_0256,Data Scientist (junior),Company_51,Marseille,junior,55000,70000,"ci/cd, linux, ml, nlp, pandas, python","We are hiring a junior Data Scientist. Skills: ci/cd, linux, ml, nlp, pandas, python. Location: Marseille. Salary: 55000-70000."
job_0257,NLP Engineer (junior),Company_72,Bordeaux,junior,45000,55000,"azure, bert, faiss, linux, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: azure, bert, faiss, linux, retrieval, transformers. Location: Bordeaux. Salary: 45000-55000."
job_0258,NLP Engineer (mid),Company_1,Lille,mid,60000,75000,"bert, faiss, linux, python, retrieval","We are hiring a mid NLP Engineer. Skills: bert, faiss, linux, python, retrieval. Location: Lille. Salary: 60000-75000."
job_0259,NLP Engineer (mid),Company_31,Paris,mid,40000,55000,"faiss, gcp, linux, python, rag, retrieval, transformers","We are hiring a mid NLP Engineer. Skills: faiss, gcp, linux, python, rag, retrieval, transformers. Location: Paris. Salary: 40000-55000."
job_0260,ML Engineer (mid),Company_9,Marseille,mid,60000,65000,"api, docker, kubernetes, linux, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, docker, kubernetes, linux, mlops, python, pytorch. Location: Marseille. Salary: 60000-65000."
job_0261,ML Engineer (mid),Company_70,Lyon,mid,60000,65000,"api, ci/cd, fastapi, kubernetes, mlops, python, streamlit","We are hiring a mid ML Engineer. Skills: api, ci/cd, fastapi, kubernetes, mlops, python, streamlit. Location: Lyon. Salary: 60000-65000."
job_0262,Software Engineer (junior),Company_41,Remote,junior,55000,70000,"docker, git, java, python, react, tests","We are hiring a junior Software Engineer. Skills: docker, git, java, python, react, tests. Location: Remote. Salary: 55000-70000."
job_0263,ML Engineer (junior),Company_56,Lyon,junior,45000,50000,"api, docker, mlops, python, pytorch","We are hiring a junior ML Engineer. Skills: api, docker, mlops, python, pytorch. Location: Lyon. Salary: 45000-50000."
job_0264,Data Engineer (senior),Company_39,Toulouse,senior,40000,45000,"airflow, dbt, fastapi, linux, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, dbt, fastapi, linux, spark, sql. Location: Toulouse. Salary: 40000-45000."
job_0265,Data Engineer (junior),Company_38,Paris,junior,50000,65000,"airflow, aws, dbt, python, spark, sql","We are hiring a junior Data Engineer. Skills: airflow, aws, dbt, python, spark, sql. Location: Paris. Salary: 50000-65000."
job_0266,NLP Engineer (mid),Company_40,Lille,mid,35000,40000,"bert, python, rag, transformers","We are hiring a mid NLP Engineer. Skills: bert, python, rag, transformers. Location: Lille. Salary: 35000-40000."
job_0267,Software Engineer (mid),Company_24,Remote,mid,60000,70000,"docker, fastapi, git, python, streamlit, tests","We are hiring a mid Software Engineer. Skills: docker, fastapi, git, python, streamlit, tests. Location: Remote. Salary: 60000-70000."
job_0268,Software Engineer (junior),Company_45,Nantes,junior,50000,60000,"docker, git, java, python, react","We are hiring a junior Software Engineer. Skills: docker, git, java, python, react. Location: Nantes. Salary: 50000-60000."
job_0269,NLP Engineer (mid),Company_5,Lille,mid,55000,60000,"bert, faiss, fastapi, gcp, python, rag, retrieval, streamlit","We are hiring a mid NLP Engineer. Skills: bert, faiss, fastapi, gcp, python, rag, retrieval, streamlit. Location: Lille. Salary: 55000-60000."
job_0270,NLP Engineer (senior),Company_55,Marseille,senior,35000,45000,"python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: python, rag, retrieval, transformers. Location: Marseille. Salary: 35000-45000."
job_0271,Data Scientist (senior),Company_12,Toulouse,senior,40000,55000,"ml, nlp, pandas, sklearn","We are hiring a senior Data Scientist. Skills: ml, nlp, pandas, sklearn. Location: Toulouse. Salary: 40000-55000."
job_0272,Software Engineer (senior),Company_54,Toulouse,senior,55000,65000,"docker, git, java, python, react","We are hiring a senior Software Engineer. Skills: docker, git, java, python, react. Location: Toulouse. Salary: 55000-65000."
job_0273,Data Engineer (junior),Company_63,Lyon,junior,35000,50000,"aws, dbt, linux, spark, sql, streamlit","We are hiring a junior Data Engineer. Skills: aws, dbt, linux, spark, sql, streamlit. Location: Lyon. Salary: 35000-50000."
job_0274,NLP Engineer (senior),Company_7,Remote,senior,35000,40000,"azure, faiss, linux, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: azure, faiss, linux, python, rag, retrieval, transformers. Location: Remote. Salary: 35000-40000."
job_0275,Software Engineer (mid),Company_39,Bordeaux,mid,35000,45000,"azure, docker, git, python, react, tests","We are hiring a mid Software Engineer. Skills: azure, docker, git, python, react, tests. Location: Bordeaux. Salary: 35000-45000."
job_0276,Software Engineer (mid),Company_8,Nantes,mid,60000,70000,"ci/cd, docker, faiss, fastapi, git, java, python, react, tests","We are hiring a mid Software Engineer. Skills: ci/cd, docker, faiss, fastapi, git, java, python, react, tests. Location: Nantes. Salary: 60000-70000."
job_0277,NLP Engineer (junior),Company_32,Lyon,junior,45000,60000,"bert, faiss, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, transformers. Location: Lyon. Salary: 45000-60000."
job_0278,Data Scientist (mid),Company_31,Paris,mid,45000,60000,"ci/cd, gcp, linux, ml, nlp, pandas, sklearn","We are hiring a mid Data Scientist. Skills: ci/cd, gcp, linux, ml, nlp, pandas, sklearn. Location: Paris. Salary: 45000-60000."
job_0279,ML Engineer (mid),Company_7,Remote,mid,40000,50000,"api, docker, gcp, kubernetes, mlops, python, pytorch, streamlit","We are hiring a mid ML Engineer. Skills: api, docker, gcp, kubernetes, mlops, python, pytorch, streamlit. Location: Remote. Salary: 40000-50000."
job_0280,Data Engineer (senior),Company_61,Lille,senior,40000,55000,"airflow, aws, faiss, gcp, linux, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, aws, faiss, gcp, linux, spark, sql. Location: Lille. Salary: 40000-55000."
job_0281,Data Engineer (senior),Company_45,Marseille,senior,55000,60000,"airflow, aws, ci/cd, dbt, spark, streamlit","We are hiring a senior Data Engineer. Skills: airflow, aws, ci/cd, dbt, spark, streamlit. Location: Marseille. Salary: 55000-60000."
job_0282,Software Engineer (mid),Company_77,Lille,mid,50000,60000,"docker, faiss, git, java, linux, python, react, tests","We are hiring a mid Software Engineer. Skills: docker, faiss, git, java, linux, python, react, tests. Location: Lille. Salary: 50000-60000."
job_0283,NLP Engineer (mid),Company_39,Nantes,mid,60000,65000,"bert, faiss, fastapi, linux, python, retrieval, transformers","We are hiring a mid NLP Engineer. Skills: bert, faiss, fastapi, linux, python, retrieval, transformers. Location: Nantes. Salary: 60000-65000."
job_0284,Data Engineer (junior),Company_52,Lille,junior,35000,50000,"aws, ci/cd, dbt, fastapi, python, spark, sql, streamlit","We are hiring a junior Data Engineer. Skills: aws, ci/cd, dbt, fastapi, python, spark, sql, streamlit. Location: Lille. Salary: 35000-50000."
job_0285,Software Engineer (senior),Company_72,Paris,senior,55000,70000,"azure, ci/cd, docker, git, java, python, react, tests","We are hiring a senior Software Engineer. Skills: azure, ci/cd, docker, git, java, python, react, tests. Location: Paris. Salary: 55000-70000."
job_0286,Data Engineer (mid),Company_29,Lyon,mid,50000,55000,"airflow, aws, dbt, fastapi, python, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, fastapi, python, spark, sql. Location: Lyon. Salary: 50000-55000."
job_0287,ML Engineer (mid),Company_49,Bordeaux,mid,45000,55000,"api, azure, docker, faiss, gcp, kubernetes, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, azure, docker, faiss, gcp, kubernetes, mlops, python, pytorch. Location: Bordeaux. Salary: 45000-55000."
job_0288,NLP Engineer (mid),Company_11,Toulouse,mid,35000,40000,"azure, bert, ci/cd, faiss, fastapi, retrieval, transformers","We are hiring a mid NLP Engineer. Skills: azure, bert, ci/cd, faiss, fastapi, retrieval, transformers. Location: Toulouse. Salary: 35000-40000."
job_0289,Software Engineer (mid),Company_21,Marseille,mid,45000,60000,"docker, faiss, python, react, tests","We are hiring a mid Software Engineer. Skills: docker, faiss, python, react, tests. Location: Marseille. Salary: 45000-60000."
job_0290,Software Engineer (junior),Company_69,Marseille,junior,55000,65000,"docker, git, java, python, react, tests","We are hiring a junior Software Engineer. Skills: docker, git, java, python, react, tests. Location: Marseille. Salary: 55000-65000."
job_0291,Data Engineer (senior),Company_14,Bordeaux,senior,35000,45000,"airflow, aws, azure, dbt, fastapi, python, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, aws, azure, dbt, fastapi, python, spark, sql. Location: Bordeaux. Salary: 35000-45000."
job_0292,Software Engineer (senior),Company_18,Nantes,senior,40000,45000,"docker, git, linux, react, streamlit, tests","We are hiring a senior Software Engineer. Skills: docker, git, linux, react, streamlit, tests. Location: Nantes. Salary: 40000-45000."
job_0293,ML Engineer (mid),Company_3,Bordeaux,mid,40000,45000,"api, docker, linux, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, docker, linux, mlops, python, pytorch. Location: Bordeaux. Salary: 40000-45000."
job_0294,NLP Engineer (senior),Company_14,Marseille,senior,35000,45000,"bert, faiss, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, transformers. Location: Marseille. Salary: 35000-45000."
job_0295,Data Scientist (junior),Company_2,Lyon,junior,50000,60000,"linux, ml, nlp, pandas, python, sql","We are hiring a junior Data Scientist. Skills: linux, ml, nlp, pandas, python, sql. Location: Lyon. Salary: 50000-60000."
job_0296,ML Engineer (mid),Company_37,Lyon,mid,60000,75000,"api, kubernetes, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, kubernetes, mlops, python, pytorch. Location: Lyon. Salary: 60000-75000."
job_0297,Data Scientist (junior),Company_71,Remote,junior,40000,55000,"azure, fastapi, gcp, ml, pandas, sklearn, sql","We are hiring a junior Data Scientist. Skills: azure, fastapi, gcp, ml, pandas, sklearn, sql. Location: Remote. Salary: 40000-55000."
job_0298,Software Engineer (junior),Company_10,Remote,junior,45000,50000,"azure, faiss, gcp, git, python, react, tests","We are hiring a junior Software Engineer. Skills: azure, faiss, gcp, git, python, react, tests. Location: Remote. Salary: 45000-50000."
job_0299,Data Scientist (mid),Company_41,Lille,mid,50000,60000,"fastapi, linux, ml, nlp, pandas, python, sklearn","We are hiring a mid Data Scientist. Skills: fastapi, linux, ml, nlp, pandas, python, sklearn. Location: Lille. Salary: 50000-60000."
job_0300,Software Engineer (senior),Company_48,Lyon,senior,35000,40000,"faiss, fastapi, gcp, git, java, react, tests","We are hiring a senior Software Engineer. Skills: faiss, fastapi, gcp, git, java, react, tests. Location: Lyon. Salary: 35000-40000."
job_0301,ML Engineer (junior),Company_17,Lyon,junior,50000,60000,"docker, kubernetes, mlops, python, pytorch","We are hiring a junior ML Engineer. Skills: docker, kubernetes, mlops, python, pytorch. Location: Lyon. Salary: 50000-60000."
job_0302,Data Scientist (junior),Company_17,Lyon,junior,50000,65000,"faiss, gcp, ml, nlp, pandas, sklearn, sql","We are hiring a junior Data Scientist. Skills: faiss, gcp, ml, nlp, pandas, sklearn, sql. Location: Lyon. Salary: 50000-65000."
job_0303,Software Engineer (mid),Company_44,Lyon,mid,50000,60000,"git, linux, python, react, tests","We are hiring a mid Software Engineer. Skills: git, linux, python, react, tests. Location: Lyon. Salary: 50000-60000."
job_0304,NLP Engineer (senior),Company_2,Lyon,senior,50000,65000,"bert, faiss, python, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: bert, faiss, python, rag, retrieval, transformers. Location: Lyon. Salary: 50000-65000."
job_0305,Data Engineer (senior),Company_29,Remote,senior,50000,55000,"airflow, aws, faiss, gcp, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, aws, faiss, gcp, spark, sql. Location: Remote. Salary: 50000-55000."
job_0306,NLP Engineer (senior),Company_64,Toulouse,senior,50000,55000,"faiss, fastapi, gcp, python, rag, retrieval, streamlit","We are hiring a senior NLP Engineer. Skills: faiss, fastapi, gcp, python, rag, retrieval, streamlit. Location: Toulouse. Salary: 50000-55000."
job_0307,Data Scientist (junior),Company_29,Toulouse,junior,50000,55000,"ci/cd, fastapi, gcp, ml, nlp, pandas, python, sklearn, sql","We are hiring a junior Data Scientist. Skills: ci/cd, fastapi, gcp, ml, nlp, pandas, python, sklearn, sql. Location: Toulouse. Salary: 50000-55000."
job_0308,Software Engineer (mid),Company_44,Remote,mid,60000,75000,"docker, git, python, react, tests","We are hiring a mid Software Engineer. Skills: docker, git, python, react, tests. Location: Remote. Salary: 60000-75000."
job_0309,ML Engineer (senior),Company_53,Nantes,senior,55000,70000,"api, ci/cd, kubernetes, mlops, python, pytorch","We are hiring a senior ML Engineer. Skills: api, ci/cd, kubernetes, mlops, python, pytorch. Location: Nantes. Salary: 55000-70000."
job_0310,Data Scientist (mid),Company_54,Lille,mid,40000,45000,"ml, nlp, pandas, sklearn, sql","We are hiring a mid Data Scientist. Skills: ml, nlp, pandas, sklearn, sql. Location: Lille. Salary: 40000-45000."
job_0311,Data Scientist (senior),Company_66,Lyon,senior,50000,60000,"ci/cd, faiss, ml, nlp, pandas, python, sklearn, sql, streamlit","We are hiring a senior Data Scientist. Skills: ci/cd, faiss, ml, nlp, pandas, python, sklearn, sql, streamlit. Location: Lyon. Salary: 50000-60000."
job_0312,Data Engineer (senior),Company_36,Marseille,senior,60000,65000,"airflow, aws, azure, dbt, faiss, spark, streamlit","We are hiring a senior Data Engineer. Skills: airflow, aws, azure, dbt, faiss, spark, streamlit. Location: Marseille. Salary: 60000-65000."
job_0313,Software Engineer (mid),Company_71,Nantes,mid,50000,55000,"ci/cd, docker, git, linux, react, tests","We are hiring a mid Software Engineer. Skills: ci/cd, docker, git, linux, react, tests. Location: Nantes. Salary: 50000-55000."
job_0314,Data Engineer (junior),Company_46,Lille,junior,55000,70000,"aws, dbt, gcp, linux, python, spark, sql","We are hiring a junior Data Engineer. Skills: aws, dbt, gcp, linux, python, spark, sql. Location: Lille. Salary: 55000-70000."
job_0315,NLP Engineer (mid),Company_26,Toulouse,mid,60000,75000,"azure, bert, faiss, gcp, linux, python, rag, retrieval, transformers","We are hiring a mid NLP Engineer. Skills: azure, bert, faiss, gcp, linux, python, rag, retrieval, transformers. Location: Toulouse. Salary: 60000-75000."
job_0316,ML Engineer (junior),Company_46,Nantes,junior,60000,70000,"docker, mlops, python, pytorch","We are hiring a junior ML Engineer. Skills: docker, mlops, python, pytorch. Location: Nantes. Salary: 60000-70000."
job_0317,Software Engineer (junior),Company_71,Lille,junior,60000,75000,"docker, fastapi, git, java, linux, python, react, streamlit, tests","We are hiring a junior Software Engineer. Skills: docker, fastapi, git, java, linux, python, react, streamlit, tests. Location: Lille. Salary: 60000-75000."
job_0318,Data Scientist (junior),Company_10,Nantes,junior,40000,55000,"azure, ml, nlp, pandas, python, sql, streamlit","We are hiring a junior Data Scientist. Skills: azure, ml, nlp, pandas, python, sql, streamlit. Location: Nantes. Salary: 40000-55000."
job_0319,Data Engineer (junior),Company_60,Lyon,junior,50000,55000,"airflow, aws, dbt, fastapi, gcp, python, spark","We are hiring a junior Data Engineer. Skills: airflow, aws, dbt, fastapi, gcp, python, spark. Location: Lyon. Salary: 50000-55000."
job_0320,Data Engineer (junior),Company_41,Marseille,junior,45000,60000,"aws, dbt, gcp, linux, spark, sql","We are hiring a junior Data Engineer. Skills: aws, dbt, gcp, linux, spark, sql. Location: Marseille. Salary: 45000-60000."
job_0321,NLP Engineer (junior),Company_43,Marseille,junior,55000,60000,"bert, faiss, linux, python, rag, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: bert, faiss, linux, python, rag, retrieval, transformers. Location: Marseille. Salary: 55000-60000."
job_0322,ML Engineer (mid),Company_79,Nantes,mid,40000,55000,"api, docker, kubernetes, linux, mlops, python, pytorch","We are hiring a mid ML Engineer. Skills: api, docker, kubernetes, linux, mlops, python, pytorch. Location: Nantes. Salary: 40000-55000."
job_0323,NLP Engineer (junior),Company_67,Paris,junior,60000,70000,"bert, faiss, python, retrieval, transformers","We are hiring a junior NLP Engineer. Skills: bert, faiss, python, retrieval, transformers. Location: Paris. Salary: 60000-70000."
job_0324,ML Engineer (senior),Company_22,Remote,senior,50000,55000,"api, docker, kubernetes, python, pytorch","We are hiring a senior ML Engineer. Skills: api, docker, kubernetes, python, pytorch. Location: Remote. Salary: 50000-55000."
job_0325,NLP Engineer (senior),Company_56,Paris,senior,60000,65000,"faiss, python, rag, transformers","We are hiring a senior NLP Engineer. Skills: faiss, python, rag, transformers. Location: Paris. Salary: 60000-65000."
job_0326,Data Scientist (senior),Company_74,Marseille,senior,35000,45000,"faiss, gcp, ml, nlp, pandas, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: faiss, gcp, ml, nlp, pandas, python, sklearn, sql. Location: Marseille. Salary: 35000-45000."
job_0327,Data Engineer (mid),Company_80,Toulouse,mid,50000,60000,"airflow, aws, dbt, python, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, aws, dbt, python, spark, sql. Location: Toulouse. Salary: 50000-60000."
job_0328,Data Scientist (senior),Company_37,Paris,senior,60000,65000,"ml, pandas, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: ml, pandas, python, sklearn, sql. Location: Paris. Salary: 60000-65000."
job_0329,Software Engineer (mid),Company_39,Toulouse,mid,60000,65000,"azure, docker, git, java, linux, python, tests","We are hiring a mid Software Engineer. Skills: azure, docker, git, java, linux, python, tests. Location: Toulouse. Salary: 60000-65000."
job_0330,ML Engineer (junior),Company_40,Marseille,junior,35000,40000,"api, docker, kubernetes, mlops","We are hiring a junior ML Engineer. Skills: api, docker, kubernetes, mlops. Location: Marseille. Salary: 35000-40000."
job_0331,Data Engineer (senior),Company_24,Bordeaux,senior,40000,50000,"airflow, aws, dbt, gcp, python, spark, sql","We are hiring a senior Data Engineer. Skills: airflow, aws, dbt, gcp, python, spark, sql. Location: Bordeaux. Salary: 40000-50000."
job_0332,NLP Engineer (junior),Company_75,Remote,junior,60000,75000,"bert, linux, python, rag, retrieval","We are hiring a junior NLP Engineer. Skills: bert, linux, python, rag, retrieval. Location: Remote. Salary: 60000-75000."
job_0333,Software Engineer (mid),Company_43,Bordeaux,mid,40000,55000,"ci/cd, docker, git, java, python, react, streamlit, tests","We are hiring a mid Software Engineer. Skills: ci/cd, docker, git, java, python, react, streamlit, tests. Location: Bordeaux. Salary: 40000-55000."
job_0334,NLP Engineer (senior),Company_32,Nantes,senior,60000,75000,"azure, bert, fastapi, gcp, rag, retrieval, transformers","We are hiring a senior NLP Engineer. Skills: azure, bert, fastapi, gcp, rag, retrieval, transformers. Location: Nantes. Salary: 60000-75000."
job_0335,Data Engineer (senior),Company_71,Toulouse,senior,45000,55000,"airflow, aws, ci/cd, fastapi, spark, sql, streamlit","We are hiring a senior Data Engineer. Skills: airflow, aws, ci/cd, fastapi, spark, sql, streamlit. Location: Toulouse. Salary: 45000-55000."
job_0336,Data Scientist (junior),Company_75,Lyon,junior,45000,50000,"ml, nlp, pandas, python, sklearn, sql","We are hiring a junior Data Scientist. Skills: ml, nlp, pandas, python, sklearn, sql. Location: Lyon. Salary: 45000-50000."
job_0337,NLP Engineer (mid),Company_76,Lille,mid,35000,50000,"azure, bert, faiss, python, rag, retrieval, streamlit","We are hiring a mid NLP Engineer. Skills: azure, bert, faiss, python, rag, retrieval, streamlit. Location: Lille. Salary: 35000-50000."
job_0338,ML Engineer (junior),Company_79,Remote,junior,55000,70000,"ci/cd, docker, kubernetes, mlops, python","We are hiring a junior ML Engineer. Skills: ci/cd, docker, kubernetes, mlops, python. Location: Remote. Salary: 55000-70000."
job_0339,Data Engineer (senior),Company_63,Marseille,senior,50000,55000,"aws, azure, dbt, fastapi, gcp, spark, sql","We are hiring a senior Data Engineer. Skills: aws, azure, dbt, fastapi, gcp, spark, sql. Location: Marseille. Salary: 50000-55000."
job_0340,Data Engineer (junior),Company_42,Nantes,junior,45000,50000,"aws, dbt, gcp, linux, spark, sql, streamlit","We are hiring a junior Data Engineer. Skills: aws, dbt, gcp, linux, spark, sql, streamlit. Location: Nantes. Salary: 45000-50000."
job_0341,Data Scientist (senior),Company_67,Nantes,senior,60000,70000,"ml, nlp, pandas, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: ml, nlp, pandas, python, sklearn, sql. Location: Nantes. Salary: 60000-70000."
job_0342,ML Engineer (mid),Company_22,Lille,mid,55000,65000,"api, docker, kubernetes, mlops, python, streamlit","We are hiring a mid ML Engineer. Skills: api, docker, kubernetes, mlops, python, streamlit. Location: Lille. Salary: 55000-65000."
job_0343,Data Engineer (junior),Company_43,Nantes,junior,40000,45000,"dbt, python, spark, sql, streamlit","We are hiring a junior Data Engineer. Skills: dbt, python, spark, sql, streamlit. Location: Nantes. Salary: 40000-45000."
job_0344,Data Scientist (mid),Company_66,Remote,mid,50000,55000,"azure, ml, nlp, pandas, python, sklearn, sql","We are hiring a mid Data Scientist. Skills: azure, ml, nlp, pandas, python, sklearn, sql. Location: Remote. Salary: 50000-55000."
job_0345,Data Scientist (senior),Company_58,Marseille,senior,35000,40000,"azure, gcp, ml, pandas, python, sklearn, sql","We are hiring a senior Data Scientist. Skills: azure, gcp, ml, pandas, python, sklearn, sql. Location: Marseille. Salary: 35000-40000."
job_0346,NLP Engineer (mid),Company_44,Remote,mid,40000,45000,"bert, faiss, linux, rag, retrieval, transformers","We are hiring a mid NLP Engineer. Skills: bert, faiss, linux, rag, retrieval, transformers. Location: Remote. Salary: 40000-45000."
job_0347,Software Engineer (senior),Company_13,Lyon,senior,40000,50000,"docker, faiss, git, java, python, tests","We are hiring a senior Software Engineer. Skills: docker, faiss, git, java, python, tests. Location: Lyon. Salary: 40000-50000."
job_0348,Data Engineer (mid),Company_56,Paris,mid,55000,70000,"airflow, python, spark, sql","We are hiring a mid Data Engineer. Skills: airflow, python, spark, sql. Location: Paris. Salary: 55000-70000."
